System,Molecular_Weight,DOCK_Rotatable_Bonds,Formal_Charge,HBond_Acceptors,HBond_Donors,Stereocenters,cLogP,TPSA,SA_Score,QED,ESOL,num_of_PAINS,SMILES
1XKB , 388.469 , 11 , 0 , 6 , 5 , 1 , 0.9388 , 116.66 , 3.45279 , 0.28724 , -2.98801 , 0 , NC(=[NH2+])c1cccc(-c2cccc([C@H](CCCNc3ccncc3)C(=O)[O-])c2)c1
1XKK , 581.067 , 11 , 0.00300011 , 11 , 2 , 0 , 6.1391 , 106.35 , 2.67347 , 0.18256 , -8.10781 , 0 , CS(=O)(=O)CCNCc1ccc(-c2ccc3ncnc(Nc4ccc(OCc5cccc(F)c5)c(Cl)c4)c3c2)o1
1XL2 , 578.796 , 18 , 1 , 8 , 2 , 2 , 3.86734 , 83.53 , 3.85295 , 0.334152 , -6.40073 , 0 , Cc1cccc(C)c1OCC(=O)N(Cc1ccccc1)C[C@H]1C[NH2+]C[C@@H]1CN(CC(C)C)S(=O)(=O)c1ccccc1
1XLX , 342.415 , 7 , -0.998999 , 5 , 0 , 0 , 2.71808 , 82.38 , 2.96357 , 0.823575 , -4.0192 , 0 , COc1ccc([C@]2(C#N)CC[C@@H](C(=O)[O-])CC2)cc1OC1CCCC1
1XLZ , 292.335 , 9 , -0.000997923 , 6 , 2 , 0 , 2.8359 , 83.14 , 2.42124 , 0.513935 , -3.77861 , 0 , COc1ccc(/C(C)=N/OC(N)=O)cc1OC1CCCC1
1XM4 , 381.258 , 7 , -0.00400099 , 7 , 1 , 0 , 4.9707 , 60.45 , 2.18307 , 0.795548 , -5.94682 , 0 , COc1ccc(C(=O)Nc2c(Cl)cncc2Cl)cc1OC1CCCC1
1XM6 , 265.309 , 8 , 0.00199908 , 5 , 1 , 1 , 2.439 , 56.79 , 3.03724 , 0.888585 , -3.30763 , 0 , CCCOc1cc([C@]2(C)CNC(=O)O2)ccc1OC
1XMU , 403.212 , 8 , -1.08033e-07 , 9 , 1 , 0 , 5.0309 , 60.45 , 2.35123 , 0.705584 , -6.12911 , 0 , O=C(Nc1c(Cl)cncc1Cl)c1ccc(OC(F)F)c(OCC2CC2)c1
1XMY , 275.348 , 5 , 0.00400002 , 4 , 1 , 1 , 2.6201 , 47.56 , 2.72967 , 0.917885 , -3.51068 , 0 , COc1ccc([C@@H]2CNC(=O)C2)cc1OC1CCCC1
1XN0 , 275.348 , 5 , -0.00099995 , 4 , 1 , 1 , 2.6201 , 47.56 , 2.72967 , 0.917885 , -3.51068 , 0 , COc1ccc([C@H]2CNC(=O)C2)cc1OC1CCCC1
1XOE , 300.355 , 11 , 0.000998981 , 7 , 3 , 4 , -2.2194 , 112.14 , 4.96252 , 0.541795 , -0.0788198 , 0 , COC(=O)[C@@H]1C[C@H](C(=O)[O-])[NH2+][C@H]1[C@H](CC(C)C)NC(C)=O
1XOG , 300.332 , 11 , -0.999003 , 7 , 1 , 4 , -0.7662 , 104.76 , 4.41549 , 0.651315 , -1.15646 , 0 , COC(=O)[C@@H]1C[C@H](C(=O)[O-])O[C@H]1[C@H](CC(C)C)NC(C)=O
1XOM , 342.415 , 7 , -1.002 , 5 , 0 , 0 , 2.71808 , 82.38 , 2.96357 , 0.823575 , -4.0192 , 0 , COc1ccc([C@]2(C#N)CC[C@@H](C(=O)[O-])CC2)cc1OC1CCCC1
1XON , 381.258 , 7 , 9.90927e-07 , 7 , 1 , 0 , 4.9707 , 60.45 , 2.18307 , 0.795548 , -5.94682 , 0 , COc1ccc(C(=O)Nc2c(Cl)cncc2Cl)cc1OC1CCCC1
1XOQ , 403.212 , 8 , 0.002 , 9 , 1 , 0 , 5.0309 , 60.45 , 2.35123 , 0.705584 , -6.12911 , 0 , O=C(Nc1c(Cl)cncc1Cl)c1ccc(OC(F)F)c(OCC2CC2)c1
1XOR , 268.22 , 5 , -0.000999905 , 7 , 1 , 0 , 2.0469 , 64.21 , 2.17573 , 0.922489 , -3.03952 , 0 , COc1cc(-c2ccc(=O)[nH]n2)ccc1OC(F)F
1XOS , 474.584 , 10 , 0.00299703 , 11 , 1 , 0 , 1.6109 , 113.42 , 2.73951 , 0.560376 , -4.06117 , 0 , CCCc1nn(C)c2c(=O)[nH]c(-c3cc(S(=O)(=O)N4CCN(C)CC4)ccc3OCC)nc12
1XOT , 488.611 , 11 , -5.21541e-08 , 11 , 1 , 0 , 2.07042 , 112.9 , 2.8926 , 0.522917 , -4.49093 , 0 , CCCc1nc(C)c2c(=O)[nH]c(-c3cc(S(=O)(=O)N4CCN(CC)CC4)ccc3OCC)nn12
1XOW , 284.398 , 3 , -0.000999749 , 2 , 1 , 4 , 3.7194 , 37.3 , 4.46069 , 0.735848 , -4.39865 , 0 , C[C@]1(O)CC[C@H]2[C@@H]3CCC4=CC(=O)CCC4=C3C=C[C@@]21C
1XOZ , 389.411 , 1 , -0.00299995 , 7 , 1 , 2 , 2.2113 , 74.87 , 3.27812 , 0.692987 , -3.96562 , 1 , CN1CC(=O)N2[C@H](Cc3c([nH]c4ccccc34)[C@H]2c2ccc3c(c2)OCO3)C1=O
1XP0 , 488.611 , 11 , -1.71363e-07 , 11 , 1 , 0 , 2.07042 , 112.9 , 2.8926 , 0.522917 , -4.49093 , 0 , CCCc1nc(C)c2c(=O)[nH]c(-c3cc(S(=O)(=O)N4CCN(CC)CC4)ccc3OCC)nn12
1XQ3 , 284.398 , 3 , -0.000999749 , 2 , 1 , 4 , 3.7194 , 37.3 , 4.46069 , 0.735848 , -4.39865 , 0 , C[C@]1(O)CC[C@H]2[C@@H]3CCC4=CC(=O)CCC4=C3C=C[C@@]21C
1XQC , 440.608 , 4 , 1.002 , 4 , 2 , 3 , 3.8017 , 31.15 , 4.19055 , 0.649181 , -5.47512 , 1 , Oc1ccc2c(c1)CCN(c1ccccc1)[C@@H]2c1ccc(N2CC[N@@H+]3CCCC[C@H]3C2)cc1
1Y0X , 776.875 , 7 , 0.00100124 , 5 , 4 , 1 , 2.5058 , 97.23 , 4.20795 , 0.457094 , -6.73592 , 0 , [NH3+][C@@H](Cc1cc(I)c(Oc2cc(I)c(O)c(I)c2)c(I)c1)C(=O)[O-]
1Y6B , 476.556 , 10 , -0.000999808 , 9 , 2 , 0 , 4.8441 , 106.35 , 2.53896 , 0.359379 , -6.4649 , 0 , COc1ccc(S(=O)(=O)NCC2CC2)cc1Nc1ncc(-c2cccc(-c3cccnc3)c2)o1
1Y93 , 75.0673 , 2 , -0.001001 , 3 , 2 , 0 , -0.4883 , 49.33 , 2.20935 , 0.301333 , 0.0416359 , 0 , CC(=O)NO
1YDB , 221.241 , 4 , -1 , 9 , 2 , 0 , 0.46277 , 112.87 , 4.03121 , 0.557847 , -1.57117 , 0 , CC(=O)Nc1nnc([S+](=N)(=O)=O)s1
1YDR , 292.382 , 3 , 1 , 6 , 2 , 1 , 0.191 , 66.88 , 3.74526 , 0.858497 , -1.82865 , 0 , C[C@H]1C[NH2+]CCN1S(=O)(=O)c1cccc2cnccc12
1YGC , 546.599 , 18 , 1 , 13 , 9 , 1 , 1.0336 , 191.59 , 3.58335 , 0.118956 , -4.09379 , 0 , CCOc1cc(OCC)c(F)c([C@@H](Nc2ccc(C(N)=[NH2+])c(O)c2)C(=O)NS(=O)(=O)c2cccc(N)c2)c1
1YIN , 478.583 , 9 , 0.997999 , 6 , 3 , 3 , 4.7055 , 63.36 , 4.45603 , 0.480762 , -6.3855 , 0 , C[C@@H]1c2c(ccc(O)c2F)O[C@@H](c2ccc(OCC[NH+]3CCCCC3)cc2)[C@H]1c1ccc(O)cc1
1YPE , 448.565 , 8 , 2.002 , 7 , 5 , 6 , 0.0351 , 94.82 , 5.17472 , 0.445189 , -2.72725 , 0 , CC[C@@H]1[C@@H]2[C@H](C(=O)N1Cc1ccc3c(c1)OCO3)[C@H](c1ccc(C(N)=[NH2+])cc1)[N@H+]1CCC[C@@H]21
1YQY , 345.372 , 7 , -0.998001 , 9 , 2 , 1 , 0.82162 , 107.56 , 3.25144 , 0.771421 , -2.63369 , 0 , Cc1cc(S(=O)(=O)N[C@@H](C(=O)N[O-])C2CCOCC2)ccc1F
1YV3 , 292.337 , 3 , 0.00400001 , 4 , 1 , 1 , 2.86272 , 52.9 , 3.15313 , 0.87902 , -3.81141 , 0 , Cc1ccc2c(c1)C(=O)[C@]1(O)CCN(c3ccccc3)C1=N2
1YVF , 437.269 , 8 , -0.999 , 5 , 1 , 0 , 3.7622 , 78.46 , 2.31352 , 0.596926 , -5.41568 , 0 , O=C([O-])/C(=C/c1ccc(Oc2ccccc2Br)cc1)NC(=O)c1ccccc1
1YWR , 472.565 , 7 , 0.00400084 , 8 , 2 , 1 , 4.5475 , 76.77 , 3.21807 , 0.432373 , -6.22853 , 0 , C[C@H](Nc1nccc(-c2c(-c3ccc(F)cc3)c(=O)n(C3CCNCC3)n2C)n1)c1ccccc1
1YY4 , 270.715 , 3 , -2.98023e-08 , 3 , 2 , 0 , 4.5714 , 40.46 , 1.95158 , 0.667942 , -4.93874 , 0 , Oc1ccc(-c2ccc3c(Cl)c(O)ccc3c2)cc1
1YYE , 279.27 , 3 , 0 , 4 , 2 , 0 , 3.92878 , 64.25 , 2.27116 , 0.708501 , -4.51657 , 0 , N#Cc1cc(-c2ccc(O)c(F)c2)cc2ccc(O)cc12
1YZ0 , 345.208 , 7 , -1.998 , 12 , 4 , 4 , -4.1972 , 197.72 , 4.39585 , 0.47102 , 1.08627 , 0 , Nc1ncnc2c1ncn2[C@@H]1O[C@H](CO[P]([O-])([O-])[O-])[C@@H](O)[C@H]1O
1Z3C , 382.4 , 11 , 0.998999 , 12 , 8 , 6 , -5.7071 , 191.52 , 5.47161 , 0.316613 , 1.97324 , 0 , C[N@@H+](CC[C@H]([NH3+])C(=O)[O-])C[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1O
1Z3T , 342.3 , 12 , -0.00200018 , 11 , 8 , 10 , -5.3972 , 189.53 , 4.28202 , 0.253241 , 1.99553 , 0 , OC[C@H]1O[C@@H](O[C@@H]2[C@@H](CO)O[C@@H](O)[C@H](O)[C@H]2O)[C@H](O)[C@@H](O)[C@@H]1O
1Z3V , 342.3 , 12 , 0.00299993 , 11 , 8 , 10 , -5.3972 , 189.53 , 4.28202 , 0.253241 , 1.99553 , 0 , OC[C@H]1O[C@@H](O)[C@H](O)[C@@H](O)[C@@H]1O[C@@H]1O[C@H](CO)[C@H](O)[C@H](O)[C@H]1O
1Z6E , 529.477 , 9 , 0.999999 , 14 , 4 , 0 , 2.8361 , 121.23 , 3.47669 , 0.293068 , -5.33467 , 0 , C[NH+](C)Cc1nccn1-c1ccc(NC(=O)c2cc(C(F)(F)F)nn2-c2ccc3onc(N)c3c2)c(F)c1
1Z6S , 345.208 , 7 , -2.003 , 12 , 4 , 4 , -4.1972 , 197.72 , 4.39585 , 0.47102 , 1.08627 , 0 , Nc1ncnc2c1ncn2[C@@H]1O[C@H](CO[P]([O-])([O-])[O-])[C@@H](O)[C@H]1O
1Z71 , 497.328 , 10 , 0.000998922 , 11 , 2 , 1 , 4.81518 , 81.29 , 4.66422 , 0.505686 , -6.58466 , 0 , C[C@@H](NC(=O)CC1=C(Cl)[CH]C=C(NCC(F)(F)C2=C[CH]C=C[N+]2=O)[N+]1=O)c1cccc(Cl)c1
1Z95 , 430.38 , 9 , -0.00100091 , 11 , 2 , 1 , 2.87958 , 107.26 , 2.95268 , 0.562594 , -4.71842 , 0 , C[C@](O)(CS(=O)(=O)c1ccc(F)cc1)C(=O)Nc1ccc(C#N)c(C(F)(F)F)c1
1Z9G , 251.306 , 7 , -1.997 , 5 , 1 , 1 , -0.5992 , 69.23 , 3.56584 , 0.542049 , -0.960858 , 0 , O=C([O-])CC(=O)N[C@@H](C[S-])Cc1ccccc1
1ZAF , 317.139 , 3 , 0.00399997 , 3 , 2 , 0 , 3.5573 , 57.53 , 2.39456 , 0.844802 , -4.49364 , 0 , O=C1C(c2ccc(O)cc2)=C(Br)c2ccc(O)cc21
1ZDP , 251.306 , 7 , -2.001 , 5 , 1 , 1 , -0.7417 , 69.23 , 3.51756 , 0.676927 , -0.855169 , 0 , O=C([O-])CNC(=O)[C@@H](C[S-])Cc1ccccc1
1ZGC , 501.735 , 13 , 1.001 , 5 , 4 , 1 , 5.9756 , 74.39 , 3.76325 , 0.252444 , -7.45583 , 0 , O=c1ccc2c([nH]1)CCC[C@@H]2[NH2+]CCCCCCCCCCNc1c2c(nc3ccccc13)CCCC2
1ZRB , 493.969 , 9 , 0.998001 , 9 , 5 , 2 , 1.81209 , 117.36 , 4.41557 , 0.550812 , -4.34476 , 0 , [NH3+]Cc1ccc(Cl)cc1CNC(=O)[C@@H]1CCCN1C(=O)[C@]1(O)C2=C[CH][N+](=O)C=C2c2ccccc21
1ZW5 , 268.059 , 5 , -4.001 , 9 , 1 , 0 , -6.39351 , 173.96 , 6.13371 , 0.394216 , 3.21737 , 0 , [O-][P]([O-])([O-])C(O)(C[N+]1=CN=C[CH]1)[P]([O-])([O-])[O-]
2AA2 , 360.45 , 5 , 0.00400007 , 5 , 2 , 8 , 2.0031 , 83.83 , 5.90796 , 0.789967 , -3.6179 , 0 , C[C@]12CCC(=O)C=C1CC[C@@H]1[C@@H]2[C@@H]2C[C@]3([C@@H](O)O2)[C@@H](C(=O)CO)CC[C@@H]13
2AA5 , 314.468 , 3 , -0.00100003 , 2 , 0 , 6 , 4.7235 , 34.14 , 3.94603 , 0.689052 , -5.33703 , 0 , CC(=O)[C@H]1CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@]4(C)[C@H]3CC[C@]12C
2AA6 , 314.468 , 3 , -0.00100003 , 2 , 0 , 6 , 4.7235 , 34.14 , 3.94603 , 0.689052 , -5.33703 , 0 , CC(=O)[C@H]1CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@]4(C)[C@H]3CC[C@]12C
2AA7 , 330.467 , 5 , -5.96046e-08 , 3 , 1 , 6 , 3.6959 , 54.37 , 4.0615 , 0.839196 , -4.67648 , 0 , C[C@]12CC[C@H]3[C@@H](CCC4=CC(=O)CC[C@@]43C)[C@@H]1CC[C@@H]2C(=O)CO
2AAD , 361.208 , 7 , -2.001 , 13 , 5 , 4 , -4.9039 , 217.69 , 4.5947 , 0.390655 , 1.50537 , 0 , Nc1nc2c(ncn2[C@@H]2O[C@H](CO)[C@@H](O)[C@H]2O[P]([O-])([O-])[O-])c(=O)[nH]1
2AAX , 360.45 , 6 , 0.00100189 , 5 , 2 , 6 , 1.9898 , 91.67 , 4.3172 , 0.788181 , -3.60804 , 1 , C[C@]12CC(=O)[C@H]3[C@@H](CCC4=CC(=O)CC[C@@]43C)[C@@H]1CC[C@]2(O)C(=O)CO
2AB2 , 416.582 , 4 , -0.00599891 , 5 , 0 , 7 , 4.8523 , 60.44 , 5.13198 , 0.574073 , -6.10409 , 0 , CC(=O)S[C@@H]1CC2=CC(=O)CC[C@]2(C)[C@H]2CC[C@@]3(C)[C@@H](CC[C@@]34CCC(=O)O4)[C@@H]21
2ACK , 166.243 , 3 , 0.999 , 2 , 1 , 0 , 1.979 , 20.23 , 2.95308 , 0.66597 , -2.3347 , 0 , CC[N+](C)(C)c1cccc(O)c1
2ADA , 270.245 , 6 , -5.96046e-08 , 9 , 5 , 5 , -2.2515 , 132.36 , 4.69219 , 0.414915 , 0.128189 , 0 , OC[C@H]1O[C@@H](n2cnc3c2N=CN[C@H]3O)[C@H](O)[C@@H]1O
2AK3 , 345.208 , 7 , -1.998 , 12 , 4 , 4 , -4.1972 , 197.72 , 4.39585 , 0.47102 , 1.08627 , 0 , Nc1ncnc2c1ncn2[C@@H]1O[C@H](CO[P]([O-])([O-])[O-])[C@@H](O)[C@H]1O
2AM9 , 288.43 , 3 , -2.23517e-08 , 2 , 1 , 6 , 3.8792 , 37.3 , 3.90273 , 0.73423 , -4.54384 , 0 , C[C@]12CC[C@H]3[C@@H](CCC4=CC(=O)CC[C@@]43C)[C@@H]1CC[C@@H]2O
2AO6 , 284.398 , 3 , -0.000999749 , 2 , 1 , 4 , 3.7194 , 37.3 , 4.46069 , 0.735848 , -4.39865 , 0 , C[C@]1(O)CC[C@H]2[C@@H]3CCC4=CC(=O)CCC4=C3C=C[C@@]21C
2AZR , 251.219 , 4 , -2 , 7 , 0 , 0 , -1.2115 , 102.38 , 3.40218 , 0.679591 , -0.513052 , 0 , O=C([O-])COc1c(C(=O)[O-])sc2ncccc12
2AZY , 406.562 , 10 , 0.00400287 , 5 , 3 , 11 , 1.92819 , 100.82 , 5.11831 , 0.664837 , -3.85873 , 0 , C[C@H](C[CH]C(=O)[O-])[C@H]1CC[C@H]2[C@H]3[C@H](C[C@H](O)[C@@]21C)[C@@]1(C)CC[C@@H](O)C[C@H]1C[C@H]3O
2AZZ , 514.704 , 14 , -0.998998 , 9 , 4 , 11 , 2.6708 , 141 , 5.24512 , 0.387881 , -5.11187 , 0 , C[C@H](CCC(=O)NCC[S+](=O)(=O)=O)[C@H]1CC[C@H]2[C@H]3[C@H](C[C@H](O)[C@@]21C)[C@@]1(C)CC[C@@H](O)C[C@H]1C[C@H]3O
2B00 , 464.622 , 13 , -0.999001 , 7 , 4 , 11 , 1.2302 , 129.92 , 4.90958 , 0.471587 , -3.71637 , 0 , C[C@H](CCC(=O)NCC(=O)[O-])[C@H]1CC[C@H]2[C@H]3[C@H](C[C@H](O)[C@@]21C)[C@@]1(C)CC[C@@H](O)C[C@H]1C[C@H]3O
2B01 , 498.704 , 13 , -0.997999 , 8 , 3 , 10 , 3.7 , 120.77 , 5.06946 , 0.46376 , -5.76974 , 0 , C[C@H](CCC(=O)NCC[S+](=O)(=O)=O)[C@H]1CC[C@H]2[C@H]3[C@H](CC[C@@]21C)[C@@]1(C)CC[C@@H](O)C[C@H]1C[C@H]3O
2B8T , 242.232 , 4 , 9.53674e-07 , 7 , 3 , 3 , -1.51428 , 104.55 , 3.37637 , 0.586549 , -0.235946 , 0 , Cc1cn([C@H]2C[C@H](O)[C@@H](CO)O2)c(=O)[nH]c1=O
2BAT , 308.265 , 11 , -1.003 , 10 , 6 , 6 , -5.2065 , 179.61 , 4.59651 , 0.297057 , 2.08088 , 0 , CC(=O)N[C@@H]1[C@@H](O)C[C@](O)(C(=O)[O-])O[C@H]1[C@H](O)[C@H](O)CO
2BE2 , 481.354 , 8 , 0.00200093 , 5 , 1 , 0 , 5.72346 , 55.23 , 2.82614 , 0.457727 , -7.16304 , 0 , Cc1cc(C)cc(Oc2c(CSCc3ccco3)c(C)[nH]c(=O)c2I)c1
2BGE , 212.229 , 1 , 1.19209e-07 , 6 , 1 , 0 , -0.1324 , 66.48 , 2.36596 , 0.691828 , -1.07125 , 0 , O=C1CN(c2ccccc2)S(=O)(=O)N1
2BM2 , 400.544 , 8 , 0.999001 , 4 , 3 , 0 , 3.6285 , 60.84 , 2.5765 , 0.686832 , -5.07262 , 0 , [NH3+]Cc1cccc(C2CCN(C(=O)c3cncc(CCc4ccccc4)c3)CC2)c1
2BOK , 399.536 , 8 , 2.001 , 7 , 4 , 4 , -0.6324 , 92.23 , 4.25309 , 0.28848 , -1.90625 , 0 , C[N+](C)(C)CCCN1C(=O)[C@H]2[C@@H](C1=O)[C@@H]1CCCN1[C@H]2c1ccc(C(N)=[NH2+])cc1
2BQ7 , 405.54 , 10 , -0.00199698 , 5 , 1 , 0 , 4.3008 , 46.5 , 2.1822 , 0.665079 , -5.60429 , 0 , COc1cccc(Cn2c(C(=O)NC3CCN(C(C)C)CC3)cc3ccccc32)c1
2BR1 , 391.426 , 10 , 0.00299902 , 7 , 2 , 0 , 3.9782 , 89.64 , 2.33166 , 0.497387 , -5.26871 , 0 , COc1ccc(-c2oc3ncnc(NCCO)c3c2-c2ccc(OC)cc2)cc1
2BSM , 387.822 , 10 , -0.00099805 , 8 , 4 , 0 , 3.5666 , 107.47 , 2.54077 , 0.536385 , -4.94759 , 0 , CCNC(=O)c1[nH]nc(-c2cc(Cl)c(O)cc2O)c1-c1ccc(OC)cc1
2BVD , 310.324 , 10 , 0.999 , 9 , 8 , 8 , -5.2821 , 156.45 , 5.15081 , 0.276887 , 2.11987 , 0 , OC[C@H]1O[C@@H](O[C@@H]2C[NH2+]C[C@H](CO)[C@H]2O)[C@H](O)[C@@H](O)[C@@H]1O
2BW7 , 501.18 , 11 , -4.002 , 17 , 4 , 4 , -7.2567 , 299.19 , 5.39567 , 0.296077 , 2.34244 , 0 , Nc1ncnc2c1ncn2[C@@H]1O[C@H](CO[P]([O-])([O-])C[P]([O-])([O-])O[P]([O-])([O-])[O-])[C@@H](O)[C@H]1O
2BZA , 108.163 , 2 , 0.999999 , 1 , 3 , 0 , 0.4285 , 27.64 , 2.63312 , 0.539985 , -0.82181 , 0 , [NH3+]Cc1ccccc1
2CGR , 384.437 , 9 , -0.002 , 6 , 3 , 0 , 0.53588 , 101.95 , 3.16225 , 0.42631 , -2.67286 , 0 , N#Cc1ccc(N/C(NCC(=O)[O-])=[NH+]/C(c2ccccc2)c2ccccc2)cc1
2CJI , 465.957 , 7 , -0.00100096 , 10 , 1 , 2 , 1.6197 , 96.02 , 3.19842 , 0.725766 , -4.01837 , 0 , C[C@@H](C(=O)N1CCOCC1)N1CC[C@H](NS(=O)(=O)c2ccc3cc(Cl)ccc3c2)C1=O
2CKM , 492.707 , 10 , -0.00300013 , 4 , 2 , 0 , 8.0151 , 49.84 , 2.59228 , 0.22025 , -8.91912 , 0 , c1ccc2c(NCCCCCCCNc3c4c(nc5ccccc35)CCCC4)c3c(nc2c1)CCCC3
2CMF , 464.654 , 8 , -0.002 , 4 , 2 , 0 , 7.2349 , 49.84 , 2.58731 , 0.270152 , -8.16248 , 0 , c1ccc2c(NCCCCCNc3c4c(nc5ccccc35)CCCC4)c3c(nc2c1)CCCC3
2CNK , 770.727 , 32 , -2.995 , 20 , 5 , 4 , -4.3188 , 312.86 , 4.73523 , 0.0621296 , -1.5684 , 0 , CC(C)[C@H](NC(=O)[C@H](CCC(=O)[O-])NC(=O)[C@H](CC(=O)[O-])NC(=O)OCc1ccccc1)C(=O)NN(CC(=O)[O-])C(=O)C[C@H](O)C(=O)OCc1ccccc1
2E1W , 323.395 , 9 , 0.00400005 , 5 , 3 , 2 , 2.6899 , 81.14 , 3.18442 , 0.731585 , -3.86977 , 0 , C[C@H](O)[C@@H](CCc1cccc2ccccc12)n1cnc(C(N)=O)c1
2E2B , 576.624 , 13 , -2.02656e-06 , 12 , 2 , 1 , 5.39262 , 99.17 , 3.26172 , 0.294205 , -7.53464 , 0 , Cc1ccc(NC(=O)c2ccc(CN3CC[C@H](N(C)C)C3)c(C(F)(F)F)c2)cc1Nc1nccc(-c2cncnc2)n1
2EB3 , 502.168 , 11 , -3.999 , 18 , 5 , 4 , -7.7946 , 311.22 , 5.4128 , 0.25484 , 2.73486 , 0 , Nc1ncnc2c1ncn2[C@@H]1O[C@H](CO[P]([O-])([O-])O[P]([O-])([O-])N[P]([O-])([O-])[O-])[C@@H](O)[C@H]1O
2ETR , 248.348 , 6 , 0.998 , 4 , 4 , 1 , 1.4569 , 69.63 , 3.071 , 0.849822 , -2.47522 , 0 , C[C@@H]([NH3+])[C@H]1CC[C@H](C(=O)Nc2ccncc2)CC1
2EWP , 418.556 , 13 , 1.001 , 4 , 3 , 0 , 3.6471 , 54.13 , 2.91319 , 0.440425 , -5.19127 , 0 , C[NH+](C)CCOc1ccc(/C(=C(/CCCO)c2ccccc2)c2ccc(O)cc2)cc1
2F10 , 328.412 , 12 , 0.000999257 , 8 , 7 , 5 , -3.2938 , 153.1 , 5.19027 , 0.245366 , 0.537679 , 0 , CCC(CC)[C@H](NC(C)=O)[C@@H]1[C@H](O)[C@@H](C(=O)[O-])C[C@H]1NC(N)=[NH2+]
2F4J , 464.594 , 9 , -0.00199798 , 10 , 3 , 0 , 3.50322 , 102.07 , 2.84759 , 0.46584 , -5.3986 , 0 , Cc1cc(Nc2cc(N3CCN(C)CC3)nc(Sc3ccc(NC(=O)C4CC4)cc3)n2)[nH]n1
2F80 , 547.672 , 17 , 0.00400192 , 11 , 4 , 5 , 2.3753 , 140.42 , 3.97067 , 0.371622 , -5.09599 , 0 , CC(C)CN(C[C@@H](O)[C@H](Cc1ccccc1)NC(=O)O[C@H]1CO[C@H]2OCC[C@@H]12)S(=O)(=O)c1ccc(N)cc1
2F81 , 547.672 , 17 , 0.00400204 , 11 , 4 , 5 , 2.3753 , 140.42 , 3.97067 , 0.371622 , -5.09599 , 0 , CC(C)CN(C[C@@H](O)[C@H](Cc1ccccc1)NC(=O)O[C@H]1CO[C@H]2OCC[C@@H]12)S(=O)(=O)c1ccc(N)cc1
2FDD , 703.834 , 19 , -0.00299893 , 15 , 2 , 5 , 3.86572 , 154.98 , 4.35432 , 0.261735 , -7.22154 , 0 , Cc1nc(COc2ccc(C[C@H](NC(=O)O[C@H]3CO[C@H]4OCC[C@@H]34)[C@H](O)CN(CC(C)C)S(=O)(=O)c3ccc4c(c3)OCO4)cc2)cs1
2FDE , 703.834 , 19 , -0.000999197 , 15 , 2 , 5 , 3.86572 , 154.98 , 4.35432 , 0.261735 , -7.22154 , 0 , Cc1nc(COc2ccc(C[C@H](NC(=O)O[C@H]3CO[C@H]4OCC[C@@H]34)[C@H](O)CN(CC(C)C)S(=O)(=O)c3ccc4c(c3)OCO4)cc2)cs1
2FSZ , 388.53 , 11 , 1.001 , 3 , 2 , 0 , 4.2846 , 33.9 , 2.81087 , 0.564815 , -5.47335 , 0 , CC/C(=C(\c1ccc(O)cc1)c1ccc(OCC[NH+](C)C)cc1)c1ccccc1
2FVJ , 542.675 , 15 , -0.00100193 , 7 , 0 , 0 , 6.2482 , 62.28 , 2.55821 , 0.23807 , -7.93825 , 0 , COc1ccc(Cc2ncc(CN3CCC(c4ccccc4OC)CC3)c3cc(OC)c(OC)cc23)cc1OC
2FZZ , 589.597 , 8 , 0.999 , 12 , 4 , 2 , 3.6339 , 114.85 , 4.37059 , 0.289819 , -6.32615 , 0 , Nc1noc2ccc(-n3nc(C(F)(F)F)c4c3C(=O)N(c3ccc(-c5ccccc5C[N@@H+]5CC[C@@H](O)C5)cc3)CC4)cc12
2G00 , 534.561 , 8 , 0.998998 , 10 , 3 , 0 , 3.5044 , 85.66 , 3.19677 , 0.39695 , -5.86366 , 0 , C[NH+](C)Cc1ccccc1-c1ccc(N2CCc3c(C(F)(F)F)nn(-c4cccc(C(N)=O)c4)c3C2=O)cc1
2GBP , 180.158 , 6 , -0.00100005 , 6 , 5 , 5 , -3.2214 , 110.38 , 3.59545 , 0.292282 , 1.42684 , 0 , OC[C@H]1O[C@@H](O)[C@H](O)[C@@H](O)[C@@H]1O
2GIU , 335.241 , 5 , 0.00299904 , 2 , 1 , 1 , 4.5938 , 37.3 , 3.37003 , 0.876885 , -5.37409 , 1 , CCCC[C@@]12CCC(=O)C(Br)=C1c1ccc(O)cc1C2
2GQG , 488.013 , 11 , 2.14577e-06 , 11 , 3 , 0 , 3.31354 , 106.51 , 2.64976 , 0.474917 , -5.4128 , 0 , Cc1nc(Nc2ncc(C(=O)Nc3c(C)cccc3Cl)s2)cc(N2CCN(CCO)CC2)n1
2GTK , 437.902 , 9 , -0.997998 , 7 , 0 , 1 , 3.84722 , 79.69 , 4.14028 , 0.391061 , -5.47455 , 0 , CCO[C@@H](Cc1ccc2c(ccn2Cc2[n-]c(-c3ccccc3Cl)[o+]c2C)c1)C(=O)[O-]
2H4N , 221.241 , 4 , -1 , 9 , 2 , 0 , 0.46277 , 112.87 , 4.03121 , 0.557847 , -1.57117 , 0 , CC(=O)Nc1nnc([S+](=N)(=O)=O)s1
